Concepticon_ID_x,Concepticon_ID_y,clics_form_x,clics_form_y,cosine_similarity
1984,1585,mothersbrother,sleep,0.010852912
2940,334,geit,kitchen,0.0897477
3,629,brave,leather,0.052316137
1540,1462,eyelash,cookingvessel,-0.023956051
1697,1458,mndi,sei,0.09379527
1404,1046,straight,kl@uz,0.045916453
1084,68,summon,tattoo,0.08089207
1339,1246,moning,small,0.06745301
1234,2004,smooth,bend,0.19877928
3294,1288,plait,kaep,0.12617706
1088,643,sink,necessity,0.12926887
1825,1625,ore,dead,0.14244926
989,1528,clear,forgive,0.14629255
354,1044,poundwithfist,pillow,0.07644419
1207,1773,jng,tomb,0.019675275
239,1323,flower,timepiece,0.15946043
1937,931,de@,millet,-0.0044758543
1957,611,goiter,harvest,0.15912202
684,1420,@un,kaunt,0.13288148
966,65,brake,ambush,0.033522658
1033,1787,crush,loom,0.09506736
1794,2452,furrow,purple,0.15475865
158,3308,putonclothes,bit,0.077796265
1211,1012,he,latch,0.058190826
1081,987,account,stay,0.13606395
474,48,womansdress,silent,-0.01625568
791,393,stranger,circumcision,0.1314268
417,1318,threetimes,tsikin,-0.03875407
318,656,footprint,police,0.017005738
19,1767,fishingline,scrape,0.036341976
1414,1364,wring,healthy,-0.043274034
1675,2996,promise,welth,0.17372745
1102,3062,climb,radish,0.11338133
403,705,gardenhouse,raiz,0.16542561
1536,1815,understand,eik,-0.0015439676
2851,1877,og@st,ist,0.1826019
827,372,roll,pointid,0.02051519
1712,1193,oath,steam,-0.048231322
1261,1417,sing,kill,0.23498438
1337,633,gilt,marketplace,0.05961781
1280,81,fall,span,0.17309104
1926,1176,ointment,loy,0.08778554
1366,1474,boi,sea,0.09334223
1358,414,enemy,carryonhead,0.049597587
1859,1566,thed,gn,0.20967664
573,719,swei,find,-0.019830948
755,2943,deny,bndl,0.03944656
1487,1506,po,mez@,0.15434961
1077,2944,blade,kol,0.13610952
636,1244,mill,thik,0.09388532
1253,1186,rein,last,0.037534438
1743,1619,unite,granddaughter,-0.030721465
95,1047,midge,pursue,-0.061156906
670,1723,root,tenaut,0.068951346
3076,594,sl@up,pis,-0.013998519
712,285,rich,thresh,0.011423548
3450,485,howmany,dis@pi@,-0.041461006
1231,2009,new,rake,0.08609526
136,310,here,louse,0.03328015
957,1391,whale,town,0.10999785
1801,1150,child,thnd@,0.11656151
926,2159,rice,graund,-0.0025644084
2020,1264,plaintiff,change,0.002167864
1251,116,belly,larch,0.030713739
1408,3223,hi@,branch,-0.01669227
2868,1202,draiv,big,0.10065818
1022,2483,spoils,cold,0.15152338
1571,884,sell,distribute,0.53096575
386,1605,battleaxe,skull,0.26712725
1500,1721,fo,sevnti,0.12574562
2872,365,impruv,splash,0.062932014
1028,1618,yawn,grandson,0.00021283202
942,1431,honey,friz,0.14735842
2936,321,eliveisn,chew,0.020906536
1644,230,relatives,sweep,0.0009514282
1426,1489,expensive,klaud,0.025566349
1769,1414,axle,wring,0.0801527
374,1770,wns,carcass,0.096288525
1825,1644,ore,kinsmen,0.1290123
1454,1346,wipe,thr@ut,0.07900692
1007,272,kine,tongs,0.12775771
1281,1812,jail,attempt,0.0914463
2001,730,paint,viper,0.115158126
1302,692,fork,bring,0.2193793
1169,1411,ox,lai,0.28245115
2995,1112,t@un,s@ksid,-0.06380848
1276,204,harvest,@gen,0.038809862
341,1171,bill,mir@,0.054457445
612,1449,hit,rub,0.21668594
354,261,pound,northernlights,-0.021924041
716,2892,groan,@noi,0.10098824
1645,16,sot,slei,0.07588768
2223,156,bi@noid,red,0.11890679
762,105,outside,mattress,0.11643318
1648,1597,anvil,aeroplane,0.21550627
3222,392,brants,sorcery,-0.00017254638
499,734,cure,meik,0.06521191
3004,267,fom@,nit,0.029510442
580,1931,gown,beeswax,0.16602473
2879,1175,saund,phantom,0.047610674
1774,1039,stindzi,show,0.1189286
579,3235,battle,@up@n,0.07335488
621,1293,ai@n,mistake,-0.0005389544
1615,2869,iskeip,bad@,-0.0073374836
3076,139,sl@up,gums,0.06804582
190,1081,reap,account,0.14606114
1061,292,armor,carpet,0.12693685
3195,319,harm,lick,0.1450682
1046,1747,close,custom,0.021262528
1115,1747,spits,custom,0.12021982
769,83,roof,forbid,0.037558846
2944,1937,kol,there,0.052831236
2396,1112,nak,s@ksid,0.06619785
1428,1376,burn,now,0.10026458
1939,1749,swear,teik,0.08083512
1950,1795,beech,bananatree,0.12343794
1207,158,young,putonclothes,0.04065857
857,484,stone,condemn,0.044853978
1007,1619,farrow,granddaughter,0.1045142
606,1112,grass,s@ksid,-0.009896237
80,618,doorpost,cliff,0.18635501
89,18,homeland,earlobe,0.11905462
388,700,fishnet,carry,0.04091898
518,653,spak,plant,0.07749961
126,667,perspire,r@ud,0.100134134
1484,1895,oil,kl@udz,-0.038853075
1815,2911,eik,baekw@d,0.045913555
1420,1838,count,neivl,0.02702104
332,1293,rag,mistake,0.11081645
702,1276,catchball,ot@m,-0.039083526
1779,1084,dare,summon,0.3130723
1723,1369,tenaut,g@uld,0.0854663
374,1971,wns,fan,0.074510776
1942,1628,near,skwir@l,0.043181896
1067,395,judgment,tablet,0.025560144
1275,1058,answer,stepdaughter,0.034625255
1801,1547,offspring,soup,0.06688386
935,1487,wo,po,0.4860979
1874,1171,sausage,mir@,0.04372694
379,171,dull,motherssister,0.0072544296
1444,1349,turnaround,church,0.06445685
962,1357,wum@n,dot@,0.2345318
2973,954,straep,wel,0.07066677
1326,2235,down,klin,0.03578217
767,1821,corpse,brush,0.102392666
746,292,sap,rug,0.037652623
1406,234,far,o,0.0041014478
303,1711,fast,tellstory,0.007418333
3541,1383,harvest,graendfad@,0.09912518
615,2492,horse,boil,0.102482215
635,1382,milk,nidl,0.04505037
2575,336,make,padlock,0.037576456
1468,1879,lookfor,dance,-0.0026481848
9,1966,announce,bunch,0.07039107
1749,2224,teik,bend,0.0743041
617,1862,ice,donkey,0.108513944
2950,1778,mining,approach,0.11208456
40,834,jealousy,arse,0.15033533
930,323,vilidz,faet,-0.0588645
3450,915,howmany,sink,0.011464111
2968,1831,rizn,meet,-0.019131327
3303,3076,pikts@,sl@up,0.0019039518
1986,1733,iln@s,reinb@u,0.21917957
1650,3189,wats,stab,0.09491853
1467,1784,circle,desire,0.1357425
1922,212,land,field,0.2531074
1852,1180,afn,daybeforeyesterday,-0.11123737
180,1694,call2,wenzdei,0.13122728
40,197,jealous,d@,0.0
2905,16,nit,sledge,0.079744846
1794,1711,furrow,tell,0.03792086
1300,166,country,mainland,0.36579415
1029,1201,jewel,feather,0.28984588
836,838,screwdriver,leftovers,0.0903626
1601,7,weak,gaed@,-0.0028390796
1959,3154,raw,wildboar,0.13929342
1367,95,cross,sandfly,0.18810476
239,1511,flower,rooster,0.27760744
2886,1344,pr@djus,veal,0.061177477
257,1572,worship,astonished,0.050109945
3184,1936,living,beast,0.11739947
1388,1115,saed@u,speech,0.011051275
1866,1632,stutter,floor,0.095046505
1445,1229,ten,old,0.23624368
395,1333,tablet,neck,0.11880297
578,1977,kiss,dew,0.20283154
834,36,arse,pubichair,0.053853583
1595,631,sauth,livestock,0.11258602
1186,1514,tolast,pullet,0.1281989
789,48,populace,silent,0.14963962
615,968,garron,acorn,0.11660209
1902,2466,betray,weit,0.06812163
695,1291,g@u,baek,0.19108926
323,239,faet,flau@,0.06956255
1262,663,brd@,bay,-0.015072834
2125,1444,stone,turnaround,0.024169799
1452,1604,shove,sideofhead,0.041498374
2012,952,collar,weather,0.115324184
906,1667,tree,h@ul,0.0022792295
3003,2974,fem,swom,0.050578553
1785,40,havesexualintercourse,envy,0.071848
938,2984,mare,hip,0.09753747
1349,783,church,victory,0.106911026
133,633,tissue,marketplace,0.031836107
488,747,way,bicyclebike,0.083416745
1612,2146,let@,fry,-0.03392985
969,704,cigarette,clean,0.13262096
1298,1391,njuspeip@,town,0.16011879
1402,1296,buz@m,walkingstick,-0.03375339
323,1513,grease,think,0.07276686
3217,1415,tinplate,reflect,-0.011590293
619,366,aeniml,limp,0.08516437
163,1506,blaek,mez@,0.018555993
1213,1876,ju,caribou,0.093593776
1235,677,who,axe,0.12659459
2867,2870,kaelkjuleit,rek@gnaiz,0.31737104
3447,157,beginning,dye,0.050742455
1621,1795,sneeze,bananatree,0.05513281
1735,1537,tear,spring,0.1949519
1895,1257,clothing,wing,0.09416094
3184,2992,life,tip,0.04258238
296,1265,crouch,@bv,0.09574041
1883,1421,infrnt@v,suck,-0.016368665
605,1611,cereal,invite,-0.0012180216
2256,1277,motherinlaw,haend,0.042123254
739,692,fid,bring,0.04245177
994,1395,bow,raund,0.067930594
1389,1364,t@u,helth,0.03569317
1866,760,stammer,knot,0.13116738
1407,1227,brid,board,0.07242812
2,1337,dst,pig,0.031647123
928,379,hug,blunt,0.15857375
68,190,tattoo,mow,0.060007535
817,1205,dei,tng,0.16341937
1267,2944,narrow,kol,-0.0361064
362,1104,string,nurse,0.0109686395
720,272,goodfortune,tongs,0.03687065
2052,863,bkit,edge,0.035085835
379,714,blunt,seed,0.00473671
1644,1392,kinsmen,louse,0.108465835
272,1402,tongs,breast,0.1665274
490,298,descendant,screech,0.014042626
736,1744,court,spleen,0.047652736
1216,1964,mother,alone,0.2580856
1230,1329,soiled,t@mar@u,0.06392646
1318,1574,chicken,float,0.1847483
1220,836,tail,screwdriver,0.16353819
977,930,arrow,vilidz,-0.043217734
2897,1524,tsaim,wine,-0.010696289
1401,1879,drink,dance,0.29859868
250,1402,light,buz@m,-0.053783797
386,1109,battleax,sore,0.015203186
11,1200,darkness,husband,0.06291964
244,1722,left,eiti,0.0925016
674,258,mouth,calm,0.18143034
2148,1331,pik,ewe,0.26579466
1587,2077,smell,dilidz@nt,0.055206247
1275,1671,answer,tower,0.065201394
1104,736,nurse,court,0.1476938
612,1323,hit,timepiece,0.0011618725
695,175,go,bl@u,0.006740861
854,962,kettle,wum@n,0.04985373
759,3235,argent,@up@n,0.13298318
7,1699,gather,sndi,0.005178789
1572,791,astonished,stranger,0.32164478
1442,814,stand,getdrest,0.023162058
2267,634,soninlaw,meat,0.14404613
3223,32,branch,earwax,0.061525986
1641,1084,silk,kol,0.10072341
2378,580,thnd@,fe,-0.011782968
223,1687,threshingfloor,praise,0.104956545
498,1905,calfofleg,eagle,0.16914967
884,1876,share,caribou,0.06359286
1245,689,bt@,bitwin,0.0018089901
935,1692,wo,fraidi,0.06109146
36,210,pubichair,life,0.08036815
617,615,ice,hos,0.15686834
1706,791,eleven,stranger,0.12600824
1523,977,f@get,arrow,0.030506087
1974,1144,centipede,witness,0.075223975
1917,3316,bind,hops,0.11812911
323,718,suet,pay,0.06906237
978,488,wave,manner,0.10792329
2949,1303,le@,fingg@,0.12266863
605,2214,groats,maet@,0.095415846
478,1347,lip,napeofneck,0.096016034
499,1224,heal,liv@,0.077113345
379,153,blunt,grei,0.07212148
7,1156,gaed@,open,-0.015750572
291,1942,skin,ni@,-0.0902479
329,1342,sock,summer,0.13370198
3447,1632,beginning,flo,0.04718013
2019,1662,hammock,headland,0.19424783
866,260,win,savanna,0.0640228
1487,1803,po,tree,0.090083405
1125,954,bald,wel,0.13482377
2900,884,pr@tekt,share,-0.05159435
1547,1628,soup,squirrel,0.24805371
1046,7,close,gather,0.256945
597,923,physician,love,0.025876341
1963,3184,immediately,living,-0.01155566
100,1816,faithful,beside,0.14579575
815,1084,government,call1,0.040979903
72,889,claw,flame,0.1495448
1464,328,ladder,grassskirt,0.10098131
1693,665,thursday,bee,0.16530146
488,2996,way,welth,0.17235821
1051,722,tin,attack,0.07419876
1595,354,sauth,poundwithfist,0.2859193
1081,1845,bill,ball,0.06930745
1887,1716,tsip,foti,0.18928269
1211,1745,he,hip,0.14953525
681,1807,destroy,afternoon,-0.0017673104
1100,250,cook,light,0.119497076
1223,1790,heart,numberplate,0.0019729342
403,1409,gardenhouse,see,0.067811556
1230,667,soiled,road,0.080466844
1366,793,boi,boil,0.17531443
2912,93,fow@d,milk,0.12201445
1307,709,laenggwidz,teach,0.0047148
2922,2851,@tdaettaim,og@st,0.14446849
1627,20,chain,scythe,0.21518044
1710,1314,twenty,quiet,0.07853898
628,2869,leaf,bad@,0.0014280153
185,162,fireplace,hiccough,0.022267964
943,754,waterfall,hri,0.021093681
1870,1381,anchor,shoe,0.19008209
1601,1428,weak,ben,0.090528145
1514,920,pullet,raisin,0.27112365
615,1025,stud,whistle,0.1529591
1488,426,tap,marriedwoman,0.023383219
2996,13,welth,deceit,0.23255074
322,1843,fig,@thauznd,0.13673532
284,1692,hoe,fraidi,0.14110139
816,813,haf,do,0.25159577
1819,89,look,homeland,0.07385094
1712,1357,oath,daughter,0.17152646
1966,1348,bunch,boar,0.12214141
1845,908,ball,drum,0.26053372
13,1915,falsity,fir,0.11386057
212,1113,acre,raep,0.14183225
33,241,nettle,treestump,0.13900015
1634,580,@hndr@d,fur,0.05289525
488,3458,way,kam,0.01972173
1034,1479,defendant,dolphin,0.077621065
1228,878,earth,hell,0.40136307
951,275,arms,peel,0.10623913
2968,952,rizn,weather,-0.016304137
743,1337,k@nkluzn,pig,-0.0707695
915,1077,sink,wheat,0.009309408
236,3182,stepmother,wedding,0.24616098
1261,2146,sing,fry,0.2373184
337,2940,fork,geit,0.04768898
984,834,wek,arse,0.1434913
1217,1410,father,n@u,0.03948307
2852,875,septemb@,cobbler,0.026748242
56,2992,badluck,tip,0.012757108
1464,1332,laed@,neighbour,-0.06432306
1253,1591,rein,p,0.015557287
1339,1240,moning,nat,0.13661043
1807,474,afternoon,dress,0.14999446
1273,1323,candle,clock,0.23450503
1697,56,monday,misfortune,0.10938197
1699,1757,sndi,tired,0.04207536
2537,1510,length,tsin,0.042903427
806,1611,blaengkit,invite,0.11880471
1834,1559,she,money,0.19648638
2932,1711,tsil,tellstory,0.060254183
1033,1366,grind,boi,0.13242273
1511,379,cock,blnt,0.03303942
1818,1821,judge,brush,0.119366966
76,951,youngman,weapons,0.016392041
221,3208,fire,middle,0.17433725
175,1485,blow,nd@,-0.01697898
1292,1693,bad,thursday,0.16380987
332,739,handkerchiefhankie,fid,0.10231417
1572,1888,astonished,pair,0.03097051
2918,1659,bikaz@v,dal,0.19563863
3316,56,hops,badluck,-0.025782513
1718,1939,siksti,swear,0.028560547
1487,1465,po,baks,0.345283
1566,1337,gun,sow,0.094014436
1617,386,grandchild,battleax,-0.03511761
1483,404,nine,fermenteddrink,0.089594185
1635,984,obey,wek,0.016564008
293,1198,netbag,much,0.04923125
272,1435,tongs,hnt,0.012162513
270,1533,jug,hungry,0.10582209
1375,214,window,stretch,0.10426115
300,1125,rattle,bald,0.17338833
1202,1692,large,friday,0.0037973286
404,1313,fermenteddrink,moon,0.1573518
1575,2972,cockroach,slip,0.061670493
1986,1200,disease,hzb@nd,0.05333873
334,882,kitchen,parrot,0.15065883
1218,910,rope,deth,0.16694012
1561,1844,army,boat,0.13713166
1375,3055,window,tsit,0.15614943
3222,284,brants,hoe,0.10197065
621,190,iron,mow,0.108689494
1537,1077,lent,blade,-0.013195465
1644,1913,relatives,press,0.05887607
7,2373,gather,hsk,0.026293684
1337,1699,swine,sndi,0.041687015
1768,2024,f@um,plot,0.022653107
121,642,spin,music,0.15691762
1594,2118,meal,hill,0.14248374
397,1864,birthcertificate,hngg@,-0.019841464
2930,1359,bas,separate,0.02798281
1936,1586,doe,smell,0.1877891
1369,578,g@uld,kiss,-0.017681642
488,1866,way,stutter,0.13256158
743,474,k@nkluzn,dress,-0.05998641
1705,674,eight,mauth,0.053597163
270,615,pitcher,mare,0.15338549
1479,629,porpoise,led@,0.043856196
1188,707,charcoal,rimemb@,0.11089951
1523,1856,forget,soft,0.11008179
12,2923,noon,thid@,0.053012066
1377,2014,vizit,godown,0.10451879
987,2483,stay,cold,0.20880759
2892,1241,@noi,some,0.03488287
2999,122,evriwe@,wain,0.0038258117
1033,573,crush,swei,0.10416366
190,1547,mow,soup,0.068289004
1598,1476,noth,tse@,0.072199926
2022,488,admit,manner,0.08165748
952,2118,weather,mountain,0.20938414
2575,1724,do,nainti,0.066649795
212,3184,acre,living,0.20407501
372,2135,pointid,barter,-0.028874153
2154,2880,sull,stap,0.14855362
1561,1420,army,kaunt,0.09462546
1855,942,birch,hni,0.14459123
123,1116,forehead,harm,0.08830733
1074,1819,fishhook,luk@t,-0.001876765
1849,942,r@u,honey,0.004802321
255,798,servant,dzo,0.14042684
1296,1305,walkingstick,chimney,0.120930195
3184,617,live,ice,0.09705411
1697,1510,monday,tsin,0.10928844
746,866,sap,win,0.047096
2457,1489,way,klaud,0.06319576
1511,1227,rooster,board,0.114653885
419,1084,nasti,call1,0.25066763
1000,1263,anxiety,sist@,0.07721853
1974,568,centipede,rise,0.0183338
97,1990,through,become,0.18967855
1075,1165,traep,m@stas,0.29806352
93,1978,milk,rikv@,0.053788625
168,2023,rest,crowd,0.19918957
650,634,petroleum,meat,0.27971107
1533,1391,hungry,town,0.116198964
1431,97,freeze,through,0.1462473
1648,916,anvil,linen,0.1506721
1998,326,order,cloak,0.12730342
280,2993,ridgepole,str@uk,0.004644753
1382,863,needle,edge,0.24215993
1126,1756,lemon,widow,0.17700069
1983,383,snore,mast@,0.0034996385
287,1565,cone,heaven,0.13256189
1200,1566,hzb@nd,gn,0.11605715
937,2992,bird,tip,0.11652155
1081,712,reckoning,rich,0.1270554
1700,1994,saturday,collarbone,0.054726914
694,1402,risiv,breast,0.010726585
1214,135,this,boomerang,0.12640153
1359,1533,separate,hungry,-0.04322121
791,1170,stranger,trap,0.12460013
2267,1095,soninlaw,letgo,0.036079925
1828,304,request,preach,0.017508427
720,2851,goodluck,og@st,0.051854786
1081,1757,bill,tired,-0.0026181089
1527,420,tick,farist,-0.026483733
713,1411,steal,lie,0.32151917
97,416,through,outrigger,0.073646896
684,1646,possess,gel,0.14591646
1829,2485,dzmp,haid,0.0030113163
761,2885,cover,hed,0.10574722
1001,1270,blacksmith,why,0.017693395
1739,605,dek@reit,grain,0.009190695
392,1212,magic,we,0.08646088
695,714,g@u,seed,0.02821043
2875,688,ring,lung,0.13105625
684,646,@un,aesiz,0.18839215
3203,969,cannon,cigarette,0.2025218
323,932,faet,bigg,0.17086104
1200,418,husband,lang,0.06549144
255,1024,servant,kaer@kt@,0.040430497
1662,615,point,stud,0.14495966
1416,1402,sit,buz@m,0.018489596
1749,1251,take,belly,0.105021276
1214,40,this,jealousy,0.16057196
1188,425,charcoal,delay,-0.0064924173
38,580,spreadout,gown,0.036906775
2916,1280,inst@ntli,fol,0.07417491
656,337,police,pitchfork,0.15385532
1359,1631,sep@reit,quick,0.16095464
504,1767,learn,scrape,0.18877728
1502,1294,goat,zero,0.08612546
707,1012,rimemb@,bolt,0.035703357
214,1936,stretch,deer,0.12071172
2871,991,swing,frai,0.08274387
752,833,shop,indju@,-0.0017739682
2008,937,rescue,bed,0.12014342
1256,3195,head,injure,0.17670569
2919,640,stil,mud,0.10978306
356,2020,shears,plaintiff,0.026840037
2134,1662,bringp,point,-0.034198545
1243,969,broad,cigarette,0.016615087
2847,2071,eipr@l,lei,0.051073078
641,1628,mushroom,skwir@l,-0.052079592
870,663,breth,gulf,0.1133319
1217,1621,father,sneeze,0.060351487
1346,1046,throat,close,0.15142597
1025,1125,whistle,bald,0.14663348
1084,1254,kol,haendl,0.017267084
1514,1221,hen,n@uz,-0.056705337
911,2956,church,paip,0.0022325772
1081,749,account,enter,0.27646998
3184,210,live,life,0.44562212
1077,1614,wheat,smit,0.059089407
2952,594,slaeb,pis,0.030921305
1671,7,tower,gaed@,0.09173239
158,212,putonclothes,field,0.08363801
1849,397,r@u,birthcertificate,0.019910963
3455,3,preiz,brave,-0.019822527
937,1251,bird,belly,0.24479514
1936,2914,venison,wns,0.15532808
1709,1025,fifteen,whistle,0.09560897
852,2922,priest,@tdaettaim,-0.09732405
688,2003,lung,fl@u,0.032392196
1622,3294,set,plait,0.043445628
1671,1981,tower,widower,0.09050171
1876,371,reindeer,pickup,0.094213076
139,1631,gums,fast,0.11141177
737,2101,kindle,die,0.07547847
2319,1264,kv@,change,0.0051133907
1081,1604,account,temples,0.016346816
1051,1358,tin,en@mi,0.10375049
730,1932,wyvern,guess,0.09146144
1482,1682,shoulder,guilty,0.07016629
1534,1942,fiv@,ni@,-0.10109437
1419,265,bi@freid,poultry,0.08017415
2981,1275,ait@m,reply,0.06653735
73,1879,beak,dance,0.12308246
667,2101,r@ud,die,-0.026220461
1415,752,thingk,store,0.052513905
1486,1814,plant,accuse,0.03393722
883,2020,termite,plaintiff,0.10160022
375,860,sniff,cause,0.11103091
809,699,trauz@z,saed,0.08370173
677,809,halberd,trauz@z,0.049977634
1153,2,quick,dst,-0.008996883
1862,2959,burro,lis,0.18457285
1178,883,nostril,termite,0.12956266
3212,1357,hope,dot@,0.13497828
1347,762,neip,outside,0.032182615
673,1251,school,beli,0.027450996
1046,2882,shut,aed,0.07665744
101,621,boast,ai@n,-0.031442985
138,1888,bath,pair,0.087148264
42,1305,badsmelling,chimney,0.09800673
1153,2978,fee,dist@ns,0.08131231
3182,1356,wedding,number,0.07513386
1439,1252,swim,house,0.1567645
1859,737,third,ignite,0.03725383
136,1153,hi@,fee,-0.05439221
1230,100,deti,faithful,0.013729384
2546,183,bod@,bake,-0.030752713
1321,983,bottle,convict,0.104322165
1833,729,dinner,dawn,0.22219805
2017,183,mix,bake,0.25950456
1628,1495,squirrel,happy,0.104859665
1415,1468,think,seek,0.21913035
1815,2961,eik,mesidz,-0.032903433
492,554,thri,hind@,-0.12182097
1010,1513,boundary,think,0.06349014
140,415,paddy,carryunderarm,0.050520893
326,1774,cloak,avaricious,0.15744951
112,882,turtle,parrot,0.49699512
266,389,fishscale,fishtrap,0.09864651
663,1264,k@uv,change,0.0086824065
1244,1838,thik,neivl,0.023790676
1136,166,coney,laend,0.03452796
1302,2539,fork,pit,0.18644594
1008,1077,stirk,tare,0.1266858
634,1247,ket,ear,0.16019219
95,2157,sandfly,delik@t,0.07543223
2012,778,kal@,sm@uk,0.22765504
1533,2876,hungry,ro,-0.04028578
341,1205,sickle,tongue,0.1802765
1376,2881,now,edz,-0.10163622
323,1415,tallow,thingk,0.08943018
1594,2094,meal,down,0.15388466
268,2037,dribble,febru@ri,0.016437894
301,1785,chieftain,fuck,0.055173904
1223,122,heart,carriage,0.14224997
640,643,mud,need,0.046703942
1482,291,s@uld@,skin,-0.0959544
1717,1153,fifti,barrow,0.100225605
615,133,horse,tissue,0.11015251
1456,1238,throw,when,0.25455657
1237,1662,where,point,0.38845783
295,1562,whetstone,maind,0.13654213
915,1226,sink,ji@,0.021417322
1834,1405,she,name,0.18698835
2483,2154,kul,plough,0.17528857
2969,211,rib@n,cast,0.072370045
1818,363,adjudicate,dwell,0.22931124
1407,930,brid,vilidz,0.0042124395
3154,1456,wildboar,throw,0.09490748
1424,615,jel@u,stud,0.004063151
1966,2874,bunch,muv,0.001143645
623,1815,lagoon,eik,0.13860108
